Date,A.csv,AAL.csv,AAP.csv,AAPL.csv,ABBV.csv,ABC.csv,ABMD.csv,ABT.csv,ACN.csv,ADBE.csv,ADI.csv,ADM.csv,ADP.csv,ADS.csv,ADSK.csv,AEE.csv,AEP.csv,AES.csv,AET.csv,AFL.csv,AGN.csv,AIG.csv,AIV.csv,AIZ.csv,AJG.csv,AKAM.csv,ALB.csv,ALGN.csv,ALK.csv,ALL.csv,ALLE.csv,ALXN.csv,AMAT.csv,AMD.csv,AME.csv,AMG.csv,AMGN.csv,AMP.csv,AMT.csv,AMZN.csv,ANSS.csv,ANTM.csv,AON.csv,AOS.csv,APA.csv,APC.csv,APD.csv,APH.csv,APTV.csv,ARE.csv,ARNC.csv,ATVI.csv,AVB.csv,AVGO.csv,AVY.csv,AWK.csv,AXP.csv,AZO.csv,BA.csv,BAC.csv,BAX.csv,BBT.csv,BBY.csv,BDX.csv,BF.B.csv,BHGE.csv,BIIB.csv,BK.csv,BLK.csv,BLL.csv,BMY.csv,BR.csv,BRK.B.csv,BSX.csv,BWA.csv,BXP.csv,CA.csv,CAH.csv,CAT.csv,CBOE.csv,CCL.csv,CDNS.csv,CHRW.csv,COF.csv,COG.csv,CPB.csv,GOOG.csv,GOOGL.csv,HRB.csv,KMX.csv,LNT.csv,MMM.csv,MO.csv,T.csv
2011-07-26,32.0645,11.3253,57.61,57.63,,39.93,16.35,24.9667,61.34,29.63,36.79,31.6,46.6531,100.41,36.57,29.77,37.7,12.8,42.62,22.66,68.62,29.47,27.65,35.29,27.58,30.69,68.34,23.05,15.6625,28.23,,57.7,13.1,7.66,30.1,106.92,54.7,54.14,52.74,214.18,52.8,73.56,50.58,10.815,127.73,84.28,84.1021,25.43,,84.1,,12.14,137.62,36.66,33.03,28.99,51.57,295.16,70.16,10.0,32.9486,26.32,29.76,84.96,20.1307,,96.7156,25.71,184.42,19.79,29.04,23.52,75.51,6.9,37.095,110.37,22.73,44.63,105.2,23.73,36.06,9.87,80.25,48.84,18.2575,33.59,,311.5616,15.34,33.14,20.28,89.93,26.16,29.94
2011-07-27,30.3626,11.245,56.2,56.0843,,39.01,16.07,24.7993,59.75,28.5,34.85,31.01,45.9513,99.18,34.9,29.77,37.69,12.71,41.72,22.075,68.41,29.1,26.8,34.89,28.22,29.48,67.96,22.08,15.4875,27.63,,56.49,12.64,7.51,29.1133,103.07,53.8,51.57,51.22,222.518,51.44,68.7,49.93,10.46,124.52,82.39,83.0944,24.59,,82.13,,11.915,134.36,33.63,31.65,28.25,50.48,289.15,70.63,9.68,32.1771,25.67,28.78,83.49,19.7627,,93.7773,25.1,176.84,19.64,28.61,23.43,74.69,6.71,35.83,106.99,22.22,43.69,101.34,23.21,34.97,9.51,73.88,47.61,17.74,33.24,,303.9042,15.03,32.68,19.905,88.08,26.11,29.96
2011-07-28,30.1624,10.9237,54.78,55.9743,,38.72,16.51,24.6988,59.69,28.02,34.69,30.81,45.4206,98.6,34.34,29.35,37.16,12.46,41.99,22.99,67.87,28.94,26.92,35.84,28.12,23.84,67.42,22.1,15.175,27.69,,56.49,12.48,7.42,28.4933,103.86,53.43,53.78,52.6,223.9,50.99,68.39,49.39,10.3575,124.63,83.51,82.3363,24.54,,82.05,,11.87,132.98,34.64,31.54,28.27,50.55,285.84,70.66,9.79,31.8892,25.77,27.94,82.94,19.72,,94.0905,25.23,175.07,19.29,29.05,23.26,74.85,7.28,39.75,107.21,22.32,43.42,99.64,23.07,33.87,9.41,72.705,47.63,18.9575,33.07,,305.76599999999996,14.97,32.28,19.82,87.57,26.23,29.26
2011-07-29,30.1481,11.3521,54.97,55.7829,,38.31,16.51,24.5553,59.14,27.71,34.4,30.38,45.1705,98.34,34.4,28.82,36.86,12.31,41.49,23.03,67.13,28.7,27.3,35.62,28.12,24.22,66.58,21.99,15.28,27.72,,56.8,12.32,7.34,28.3333,104.33,54.7,54.1,52.53,222.52,50.6,67.55,48.12,10.3675,123.72,82.56,82.0312,24.445,,82.0,,11.84,134.19,33.63,31.55,28.0,50.04,285.45,70.47,9.71,31.6013,25.68,27.6,83.61,19.616,,93.8326,25.11,178.46,19.4,28.66,23.06,74.17,7.16,39.81,107.36,22.3,43.76,98.79,23.04,33.3,10.33,72.31,47.8,18.52,33.05,,302.1375,14.96,31.97,19.705,87.14,26.3,29.26
2011-08-01,29.1684,11.0308,54.2,56.6786,,37.73,15.845,24.1486,58.96,27.67,34.08,30.48,44.4336,97.74,34.405,28.97,37.85,12.18,40.29,22.85,66.62,28.59,27.31,35.32,28.31,23.765,66.53,22.15,15.0175,28.34,,56.01,12.33,7.22,28.32,102.58,53.77,52.69,52.5,221.32,50.3,65.44,47.85,10.4025,124.06,82.86,81.8463,24.19,,81.4,,11.85,132.84,33.2,31.45,28.05,50.02,282.25,70.33,9.81,31.0798,25.61,26.96,82.3,19.424,,94.7813,25.2,178.36,19.08,28.55,22.98,74.93,6.92,39.91,105.96,21.86,42.78,100.72,22.83,32.81,10.06,71.69,47.12,18.815,32.96,,303.67900000000003,14.56,31.32,19.845,86.77,26.15,29.52
2011-08-02,27.8455,10.3079,53.24,55.5586,,37.73,15.16,24.0194,58.01,27.03,32.98,28.6,43.5125,95.41,33.44,28.33,37.12,11.73,39.17,22.285,64.81,27.75,26.39,34.71,28.11,23.03,63.18,21.13,14.2675,27.64,,54.51,12.08,7.11,27.1133,97.53,53.31,51.01,50.5,211.7,49.11,63.94,47.08,10.1075,120.02,80.78,78.7955,23.255,,77.62,,11.69,129.39,32.05,30.11,27.64,48.52,276.71,67.7,9.49,30.379,24.39,26.89,79.98,18.9973,,91.8062,24.21,174.49,18.275,28.04,22.39,73.37,6.64,37.98,103.48,21.28,42.14,97.18,22.52,31.77,9.69,70.41,45.08,18.3725,32.63,,296.487,14.22,30.1,19.605,85.27,26.18,29.18
2011-08-03,28.0314,10.5489,54.35,56.0814,,38.16,15.24,24.0624,59.6,27.37,33.5,29.64,43.5739,95.44,33.95,28.55,37.12,11.69,39.2,22.43,65.93,28.19,26.38,34.79,28.31,23.62,63.33,20.57,14.6425,27.57,,54.9,12.21,7.16,27.2467,99.89,53.32,50.58,53.67,209.96,49.94,64.73,47.45,10.1725,118.45,80.29,79.8587,23.505,,76.57,,11.82,128.3,32.78,29.99,28.29,48.86,281.5,67.34,9.54,30.2377,24.6,26.98,80.18,19.1067,,90.9864,24.65,173.45,18.26,28.29,22.69,74.01,6.77,38.06,103.12,21.4,42.19,96.28,22.88,32.23,9.97,71.51,45.96,18.285,32.95,,300.8762,14.32,30.21,19.615,86.18,26.36,29.5
2011-08-04,26.3938,9.8527,52.74,53.91,,36.26,12.05,23.3352,56.98,26.15,31.63,28.05,42.0036,90.75,31.57,26.99,36.03,10.75,37.85,21.13,63.39,26.4,24.82,33.95,27.27,22.88,57.41,19.345,13.8625,26.31,,50.99,11.48,6.5,25.4933,92.6,51.56,47.92,51.01,201.48,51.04,62.26,46.02,9.73,109.18,72.51,75.8833,21.78,,72.6,,11.56,123.65,30.9,28.99,27.6,46.84,273.29,63.09,8.83,29.0425,23.69,24.92,77.61,18.2053,,85.2479,23.72,163.25,17.6,27.18,21.77,70.99,6.39,35.175,98.38,20.44,40.3,89.55,21.78,31.49,9.29,68.34,43.1,16.8775,31.96,,289.0398,13.93,28.35,18.56,82.23,25.49,28.78
2011-08-05,26.165,9.7189,52.94,53.3743,,36.81,11.54,24.0337,57.21,25.62,31.5,28.64,42.4598,88.17,30.92,27.62,36.24,10.82,37.42,20.86,63.7,25.1,24.19,33.82,26.45,22.59,56.28,19.1,13.7675,26.29,,50.7,11.44,6.56,24.6933,90.24,52.12,47.18,49.98,202.7,49.48,61.95,44.89,9.52,106.7,71.51,76.0405,21.69,,70.43,,11.43,121.46,29.34,29.12,27.41,47.21,278.74,62.75,8.17,29.1132,23.31,25.52,79.23,18.4773,,85.8282,22.79,161.58,17.72,27.43,21.45,71.25,6.49,34.235,96.91,20.45,40.13,90.99,22.78,32.22,9.14,68.13,42.8,16.7175,31.89,,289.8005,13.72,28.85,18.415,82.75,25.89,28.93
2011-08-08,23.2832,8.9157,50.04,50.4586,,34.63,10.63,22.9954,53.16,23.91,30.18,26.29,40.0473,81.66,28.06,25.97,33.91,9.6,34.55,18.84,60.04,22.58,21.99,31.33,24.51,21.09,51.46,17.21,13.0525,24.57,,48.05,11.09,5.94,22.4933,79.82,49.88,41.34,46.35,193.7,46.03,57.01,41.79,8.85,98.38,64.12,71.4179,20.585,,62.63,,10.9,116.35,27.19,26.3,25.55,43.04,268.51,58.71,6.51,27.3313,21.37,23.95,76.42,17.3973,,81.0569,20.57,145.25,16.36,26.38,20.09,66.65,6.0,31.28,89.1,19.32,37.99,82.6,21.67,30.53,8.28,64.26,37.63,14.825,30.69,,273.2745,12.73,26.43,17.15,78.59,24.54,27.7
2011-08-09,24.4631,10.2008,51.86,53.43,,36.63,11.08,23.2347,54.89,24.81,31.0,27.71,41.0562,84.89,29.96,27.18,35.06,9.9,36.89,19.805,62.16,23.98,23.77,32.79,26.17,21.89,56.03,18.28,14.0425,25.75,,49.85,11.44,6.18,24.5867,88.07,50.55,44.53,49.2,205.09,49.36,60.25,45.44,9.315,102.13,68.26,74.1915,22.045,,69.01,,10.96,125.57,29.63,26.99,27.85,46.1,280.1,62.34,7.6,28.4178,22.23,25.12,78.81,17.752,,82.3741,21.11,156.54,17.995,27.1,20.8,72.93,6.34,33.37,97.12,20.155,39.78,87.48,23.32,31.84,8.92,65.0,40.82,16.41,30.71,,286.9828,13.32,27.33,18.19,82.69,25.18,28.85
2011-08-10,22.7755,9.3976,50.1,51.9557,,35.24,10.3,22.4356,51.79,22.8,30.67,26.17,39.3104,83.14,28.16,26.44,34.27,9.68,35.07,17.785,60.43,22.14,23.32,31.23,25.21,21.24,52.76,17.54,13.0875,24.32,,48.74,11.25,5.85,23.6133,81.97,48.27,41.19,47.37,194.13,47.36,57.26,43.36,8.7375,98.85,65.62,71.9449,21.295,,67.08,,10.43,125.67,29.25,26.02,26.82,42.8,274.82,57.41,6.77,27.4291,19.86,24.08,76.42,16.5973,,78.3212,19.46,148.06,17.0,26.46,20.01,67.6,5.91,32.01,95.66,19.27,38.47,83.51,22.28,29.42,8.64,62.95,41.05,16.675,29.77,,274.77099999999996,12.85,26.48,17.975,78.23,24.36,27.88
2011-08-11,24.6776,9.8795,54.29,53.3857,,37.44,10.76,23.627,54.0,24.0,31.5,27.53,41.0562,87.32,28.75,27.77,35.77,10.43,36.64,18.965,63.8,23.16,24.98,33.47,26.72,22.29,57.0,18.68,13.7,25.67,,50.58,11.72,6.17,25.3,86.69,49.64,44.25,49.35,198.36,49.65,60.71,45.55,9.23,103.12,73.37,75.2177,23.035,,69.16,,10.65,131.09,30.71,27.08,28.53,45.07,281.89,58.85,7.25,28.5808,21.06,24.95,78.67,17.144000000000002,,81.4346,20.51,161.98,17.775,27.8,20.96,71.74,6.35,33.8,100.31,20.11,40.48,87.25,23.9,30.82,9.1,66.08,44.14,17.8,30.23,,281.3373,13.71,27.63,18.745,81.22,24.96,28.44
2011-08-12,25.8933,9.5315,55.17,53.8557,,38.3,11.66,23.7466,54.61,24.1,31.49,27.28,41.4685,89.36,29.18,27.4,35.76,10.51,37.29,18.675,64.29,23.13,24.65,32.72,26.5,22.55,58.12,18.57,13.995,25.12,,52.59,11.6,6.21,25.5133,86.96,50.0,44.21,50.2,202.3,50.52,60.38,45.45,9.34,103.18,71.71,75.8001,23.25,,69.23,,10.71,129.3,31.04,27.42,28.23,44.89,287.61,61.75,7.19,28.9502,20.54,23.68,80.28,18.1467,,83.8018,19.99,161.07,17.965,27.97,21.58,71.52,6.41,34.85,100.17,20.09,40.87,89.81,23.6,31.1,9.065,68.4,43.78,18.055,30.69,,282.1581,13.5,28.0,18.71,82.54,25.2,28.22
2011-08-15,26.8157,10.1205,56.36,54.7729,,38.89,12.35,23.8806,55.42,24.65,32.08,28.29,42.0036,91.74,30.09,28.35,37.49,11.02,38.35,19.025,65.1,24.52,25.88,33.83,27.11,23.25,59.45,19.06,14.365,26.03,,53.13,11.87,6.43,25.9,89.94,51.6,45.3,51.48,202.95,51.52,62.29,46.37,9.495,105.42,74.32,76.059,23.61,,72.21,,10.995,132.4,31.61,27.66,29.07,45.82,287.4,62.7,7.76,29.4228,21.19,24.52,81.1,18.288,,84.4373,20.89,165.14,18.14,28.17,21.36,72.54,6.53,35.66,103.26,20.46,41.6,91.37,24.19,31.53,9.4,68.49,45.4,18.5,31.06,,278.885,14.0,28.14,19.55,83.31,25.7,28.81
2011-08-16,26.1936,10.2811,55.64,54.3543,,38.5,12.05,23.9572,54.82,24.63,31.35,28.04,42.0826,91.28,29.45,28.55,37.19,10.88,37.83,18.655,65.06,24.51,26.07,33.21,27.0,22.85,55.26,18.25,14.39,25.67,,52.45,11.68,6.34,25.46,87.48,51.27,45.12,51.03,197.68,50.94,62.05,46.04,9.3,104.34,71.82,75.5042,23.285,,72.25,,10.85,132.89,30.97,27.25,28.9,44.89,288.27,62.23,7.4,29.1675,20.81,24.87,80.28,18.5627,,83.9123,20.81,161.16,17.9,28.39,21.35,71.78,6.41,35.29,103.02,20.36,41.48,89.35,23.96,31.47,9.02,67.48,44.55,17.9725,31.0,,269.7611,14.01,27.27,19.39,82.13,25.68,28.79
2011-08-17,25.6001,10.174,56.74,54.3486,,38.69,12.52,23.9954,54.52,24.56,31.69,28.33,41.9685,90.37,28.85,28.94,37.83,10.91,37.87,18.74,64.17,24.85,26.12,33.41,26.95,22.62,53.99,18.25,14.325,25.48,,51.74,11.62,6.14,25.26,85.6,51.72,44.06,50.85,195.93,49.92,61.79,46.41,9.2225,104.89,72.78,75.3933,22.905,,72.16,,11.03,133.5,30.7,27.45,28.61,45.86,288.48,62.18,7.46,29.2055,20.98,24.81,79.81,18.432000000000002,,82.9267,20.79,161.18,17.86,28.51,21.1,72.38,6.48,34.49,104.09,19.93,41.88,87.64,23.78,31.42,8.95,67.2,44.47,18.025,31.31,,266.8333,14.04,27.09,19.62,80.93,26.0,29.17
2011-08-18,23.0472,9.4779,56.55,52.2929,,37.69,11.8,23.383000000000003,48.86,23.28,30.89,27.51,40.7228,85.36,26.51,28.5,37.26,10.45,36.44,17.68,62.02,22.7,24.99,32.46,26.06,20.81,48.38,16.99,13.4675,24.33,,50.31,10.99,5.79,23.6067,77.39,51.44,40.97,48.35,182.52,47.26,58.93,44.25,8.715,97.9,66.95,71.0389,21.225,,68.15,,10.71,128.18,28.61,26.27,27.9,44.28,289.16,58.93,7.01,28.244,19.79,24.02,77.47,18.215999999999998,,81.4806,19.57,152.28,17.215,27.85,20.08,69.56,6.06,33.02,100.04,18.99,40.34,83.33,22.88,30.03,8.4,64.24,41.93,16.9925,30.43,,252.6846,13.42,25.92,19.05,77.42,25.7,28.46
2011-08-19,22.2249,9.1834,57.95,50.8614,,37.54,11.63,23.4835,47.44,22.69,30.8,27.52,40.6351,83.01,23.41,28.4,37.06,10.18,35.48,17.305,61.59,22.16,24.11,32.76,25.83,20.28,46.31,16.64,13.3325,24.36,,50.46,10.82,5.98,23.2467,77.1,51.98,39.04,48.83,178.93,45.98,58.09,44.28,8.6075,97.03,66.09,69.5597,21.065,,66.2,,10.67,125.5,28.29,26.05,27.23,44.47,291.42,57.54,6.97,28.0538,19.27,24.06,76.92,18.0693,,82.9452,18.95,151.33,17.0,27.88,19.59,68.33,6.12,31.72,98.78,18.62,39.98,79.97,23.2,29.52,8.12,63.67,41.3,16.6475,30.03,,245.6978,13.26,25.49,18.955,76.87,25.71,27.99
2011-08-22,21.8101,9.1834,57.33,50.92,,37.39,11.36,23.627,48.5,23.17,31.2,27.27,40.9684,83.95,24.29,28.19,37.04,10.17,35.23,17.44,61.85,21.79,24.24,32.82,25.94,19.97,45.61,16.73,13.1925,24.46,,50.41,10.86,6.05,23.48,77.23,52.31,39.58,48.91,177.54,46.19,57.57,43.55,8.61,96.16,65.43,69.1529,21.175,,66.95,,10.98,126.57,27.64,25.3,27.51,44.6,295.7,58.38,6.42,28.1625,19.17,23.95,76.85,18.248,,82.3557,18.89,152.17,16.88,28.05,19.83,67.8,6.09,31.615,97.99,18.765,39.84,79.89,22.62,29.84,8.3,64.53,41.13,16.5275,30.24,,249.3263,13.4,25.65,18.775,76.95,25.86,28.45
2011-08-23,22.7827,9.2369,58.34,53.3714,,38.26,11.8,24.1677,50.47,23.78,32.76,28.25,42.3414,86.98,25.28,28.88,37.54,10.47,37.06,17.77,64.53,22.92,24.71,33.58,27.08,20.82,47.09,17.91,13.665,24.95,,51.73,11.44,6.5,24.5867,81.57,53.62,42.52,50.76,193.55,48.17,59.48,45.47,8.97,100.26,68.82,70.7338,22.075,,68.15,,11.26,128.88,29.26,26.53,28.0,46.42,299.31,60.77,6.3,29.2435,19.82,24.38,79.08,19.0453,,84.0413,19.5,159.41,17.45,28.76,20.33,69.59,6.34,33.22,100.31,19.39,41.07,82.98,23.04,30.88,8.65,66.51,42.8,17.5525,30.85,,259.6614,14.39,26.45,19.45,79.67,26.43,28.98
2011-08-24,23.6551,9.0228,59.14,53.74,,38.19,12.11,24.4548,50.98,24.1,32.35,28.43,42.7756,88.78,26.47,29.49,38.21,10.66,37.91,18.22,65.46,23.55,25.33,34.31,27.48,20.66,48.48,18.08,13.7575,25.19,,53.51,11.36,6.34,24.6267,83.01,54.25,43.16,51.5,193.73,48.45,60.74,45.38,9.0775,100.46,68.72,71.7045,22.065,,69.3,,11.23,131.07,32.27,27.33,28.79,48.08,304.1,61.69,6.99,29.4663,20.55,25.05,79.64,18.976,,84.7874,20.35,163.73,17.57,28.91,20.5,70.75,6.32,34.2,101.12,19.75,40.98,85.4,23.8,31.55,8.86,67.47,43.78,17.5625,31.32,,261.8985,14.35,26.68,20.005,80.29,26.47,29.43
2011-08-25,23.6193,8.755,57.98,53.3886,,37.58,11.3,23.895,50.75,23.865,31.79,27.65,42.065,87.94,25.56,29.25,37.59,10.23,37.39,17.63,64.1,23.0,24.49,33.07,27.26,20.01,47.61,17.59,13.3925,24.43,,52.99,10.81,6.37,24.0933,81.75,53.455,42.19,50.51,192.03,47.84,59.58,45.15,8.8425,98.98,67.49,71.6398,21.635,,67.97,,11.11,128.65,30.88,26.92,28.54,48.09,298.43,61.1,7.65,28.7057,20.34,24.14,78.16,18.8133,,83.5162,20.03,158.64,17.31,28.48,20.03,68.99,6.35,33.61,99.53,19.53,40.23,83.25,23.31,30.26,8.61,66.31,43.38,17.375,30.71,,260.2719,13.55,25.97,19.715,78.19,26.01,29.06
2011-08-26,24.9351,8.7282,59.2,54.7971,,38.48,11.7,23.9954,51.6,24.54,32.38,27.8,42.7054,89.9,26.63,29.2,37.56,10.35,38.23,17.77,65.55,23.26,25.02,33.41,27.74,20.64,49.46,18.34,13.9975,24.45,,54.68,11.06,6.49,24.6,84.09,54.08,43.45,51.86,199.27,48.89,60.43,46.04,9.3775,100.29,69.27,72.703,22.245,,68.99,,11.28,130.59,31.52,27.42,29.02,48.48,301.3,62.8,7.76,29.1892,20.74,24.79,79.73,19.1013,,85.0084,20.21,160.99,17.505,28.72,20.32,69.84,6.37,34.22,100.6,19.92,41.04,85.16,24.51,30.91,8.87,67.99,44.23,17.9875,30.92,,263.6852,13.96,26.13,19.735,80.01,26.3,29.04
2011-08-29,26.258000000000003,9.4779,60.19,55.71,,39.23,12.15,24.5026,52.96,25.515,33.12,28.74,43.3371,92.29,28.05,29.94,38.25,10.87,39.16,18.645,66.51,25.0,25.95,35.47,28.33,21.62,51.89,19.36,14.66,26.3,,57.02,11.385,6.83,25.46,87.66,54.79,45.54,52.24,206.53,51.48,62.42,47.15,9.7725,103.24,71.75,75.116,23.065,,72.02,,11.61,133.69,32.85,28.8,29.49,48.55,307.14,64.6,8.39,30.0313,21.74,25.43,80.84,19.5653,,86.4822,20.86,168.18,17.825,29.29,20.76,72.6,6.64,35.39,103.64,20.645,42.06,88.15,24.99,32.95,9.26,70.47,45.39,18.495,31.71,,269.8012,14.95,27.59,20.17,82.1,26.78,29.26
2011-08-30,26.1865,9.5315,60.39,55.7129,,39.27,12.12,24.7562,54.03,25.19,33.12,28.73,43.7318,92.82,27.7,29.81,38.45,10.65,39.94,18.46,67.51,24.9,25.99,35.09,28.14,21.97,50.84,18.85,14.5725,26.04,,57.59,11.42,6.84,26.0133,86.87,55.24,44.96,53.2,210.92,52.63,62.78,46.7,9.7975,102.69,72.65,75.9018,23.195,,71.98,,11.82,134.8,33.13,29.06,29.56,48.66,308.53,66.03,8.12,30.1128,21.71,25.23,80.73,19.5947,,86.2151,20.82,167.0,17.895,29.12,20.63,72.26,6.64,35.25,103.47,20.81,42.2,89.83,24.96,32.68,9.2,71.28,45.37,19.1675,31.7,,270.612,15.07,27.78,20.195,82.07,27.02,29.62
2011-08-31,26.3652,9.6921,60.72,54.9757,,39.58,12.44,25.1246,53.59,25.24,33.02,28.48,43.8897,93.41,28.2,30.26,38.63,10.86,40.03,18.86,67.12,25.33,26.57,35.17,28.21,21.94,50.71,19.1,14.4325,26.23,,57.945,11.32,6.83,26.0533,87.16,55.405,45.7,53.86,215.23,53.98,63.3,46.73,9.8225,103.07,73.75,75.6891,23.49,,72.81,,11.85,136.38,33.11,29.11,29.78,49.71,307.0,66.86,8.17,30.4116,22.29,25.59,81.38,19.1333,,86.7677,20.67,164.75,17.96,29.75,20.82,73.0,6.78,35.695,104.29,20.99,42.5,91.0,25.25,33.03,9.24,70.5,46.05,18.965,31.87,,270.7421,15.12,28.11,20.285,82.98,27.19,28.48
2011-09-01,25.6287,9.4244,60.33,54.4329,,39.48,12.29,24.8519,52.9,24.77,32.84,28.26,43.5651,92.38,27.23,29.84,38.37,10.64,39.88,18.345,66.95,24.79,26.14,34.39,27.97,21.46,49.94,18.85,13.9475,25.91,,56.63,11.06,6.68,25.54,84.76,55.02,43.97,54.26,212.54,53.01,63.5,46.17,9.6225,101.77,72.02,75.3286,22.915,,71.34,,11.57,134.56,31.56,28.37,29.65,49.5,312.05,66.05,7.91,30.0802,21.66,24.79,80.44,18.8613,,86.2243,20.63,162.68,17.845,29.69,20.76,71.37,6.72,35.715,102.44,20.755,42.18,88.55,24.73,31.96,9.26,69.35,45.3,18.825,31.86,,266.508,15.18,27.45,20.035,81.61,27.09,28.27
2011-09-02,24.599,9.1566,59.44,53.4357,,38.81,11.74,24.4213,51.47,24.15,32.01,27.43,42.5563,90.52,26.38,29.55,37.98,10.32,38.89,17.495,66.33,23.66,25.72,33.37,27.18,20.5,47.64,17.82,13.595,24.96,,56.89,10.84,6.32,24.46,81.92,54.1,42.37,53.14,210.0,51.21,62.19,44.83,9.22,98.65,69.71,73.9973,21.455,,69.11,,11.33,134.36,31.13,27.11,29.49,48.51,310.85,64.03,7.25,29.4011,20.91,24.1,78.49,18.632,,84.3545,19.95,156.04,17.51,29.01,20.49,69.37,6.42,34.035,101.25,20.15,41.41,85.38,24.03,30.86,8.88,66.99,42.28,18.56,31.46,,262.6743,13.41,26.46,19.635,79.35,26.72,28.05
2011-09-05,24.599,9.1566,59.44,53.4357,,38.81,11.74,24.4213,51.47,24.15,32.01,27.43,42.5563,90.52,26.38,29.55,37.98,10.32,38.89,17.495,66.33,23.66,25.72,33.37,27.18,20.5,47.64,17.82,13.595,24.96,,56.89,10.84,6.32,24.46,81.92,54.1,42.37,53.14,210.0,51.21,62.19,44.83,9.22,98.65,69.71,73.9973,21.455,,69.11,,11.33,134.36,31.13,27.11,29.49,48.51,310.85,64.03,7.25,29.4011,20.91,24.1,78.49,18.632,,84.3545,19.95,156.04,17.51,29.01,20.49,69.37,6.42,34.035,101.25,20.15,41.41,85.38,24.03,30.86,8.88,66.99,42.28,18.56,31.46,,262.6743,13.41,26.46,19.635,79.35,26.72,28.05
2011-09-06,24.2557,8.8889,59.81,54.2486,,39.07,11.35,24.5409,50.72,23.74,31.61,27.1,42.1177,90.71,26.13,28.98,38.13,10.53,38.5,16.955,66.29,23.32,25.49,32.9,26.85,20.35,46.92,17.6,13.4925,24.56,,59.84,10.67,6.27,24.5933,80.29,54.52,41.47,53.05,216.18,51.33,61.9,44.36,9.2575,95.51,70.44,74.2284,21.675,,69.25,,11.535,133.32,31.46,26.31,29.14,48.06,313.83,62.77,6.99,29.3739,20.89,23.3,78.43,18.152,,84.6584,19.53,152.41,17.425,29.24,20.43,68.37,6.31,33.75,101.77,19.81,41.22,85.7,24.19,30.47,8.79,65.4,41.73,18.775,31.19,,261.343,13.49,26.51,19.575,78.08,26.83,27.83
2011-09-07,25.5214,9.3173,60.95,54.8471,,39.97,11.59,25.0242,52.2,25.3,32.73,27.92,43.0037,92.88,27.0,29.39,38.24,10.86,39.95,17.935,67.58,25.39,26.95,34.4,27.73,21.585,48.84,18.58,14.0775,25.85,,59.54,11.09,6.76,25.2933,85.31,55.38,43.84,53.5,219.9,53.0,64.14,45.74,9.525,99.62,73.42,76.2993,22.54,,72.63,,11.77,136.44,32.7,27.42,29.56,49.98,316.67,64.9,7.48,30.1834,22.24,24.55,80.04,18.656,,85.6624,20.72,158.91,17.68,29.91,21.04,70.7,6.49,34.94,104.1,20.48,42.62,88.69,25.87,31.83,9.1,68.0,44.05,19.28,31.65,,267.2737,14.14,27.48,19.835,80.57,26.99,28.13
2011-09-08,24.4131,9.1031,60.86,54.8771,,39.74,11.24,24.6127,52.17,24.99,32.66,27.55,42.7317,92.1,26.28,29.52,37.69,10.68,39.19,17.535,67.55,24.59,26.92,34.05,27.6,21.59,47.73,17.93,13.6775,25.31,,59.69,10.85,6.81,25.2533,83.14,55.31,42.87,53.41,217.26,51.81,63.18,45.02,9.3175,98.22,72.29,74.9588,22.16,,71.85,,11.59,136.64,33.09,26.86,29.66,49.53,316.1,62.81,7.2,29.7922,21.61,24.2,78.53,18.4187,,84.3268,20.11,155.86,17.41,29.84,20.63,69.41,6.49,33.97,103.55,20.15,41.71,87.04,25.58,31.61,9.05,67.09,43.1,18.575,31.46,,267.7392,13.59,26.95,19.775,79.26,27.01,27.96
2011-09-09,23.8553,8.9692,60.44,53.9257,,38.4,10.77,24.1294,49.82,24.64,32.11,27.11,41.7755,89.7,25.41,28.93,36.8,10.33,38.0,16.915,65.88,23.36,26.06,33.55,27.14,20.77,45.85,17.07,13.49,24.81,,58.07,10.725,6.52,24.2533,81.24,54.045,41.73,52.38,211.39,50.49,61.81,43.59,9.1125,95.12,69.88,72.4719,21.49,,68.87,,11.42,132.32,32.3,25.95,28.68,47.28,314.49,61.79,6.98,28.8796,20.9,24.5,76.02,17.9787,,83.1202,19.92,151.07,17.015,29.16,19.98,67.77,6.2,32.91,100.26,19.71,40.18,83.96,25.67,30.68,8.88,66.55,41.78,17.5475,30.85,,262.6793,13.13,26.32,19.215,76.65,26.37,27.54
2011-09-12,23.891,8.755,60.41,54.2771,,38.08,10.71,24.1677,50.02,25.2,32.83,27.02,42.3808,90.41,26.72,29.2,37.12,10.4,38.44,17.09,65.67,23.58,26.39,33.78,27.16,20.91,44.69,16.42,13.57,25.27,,58.81,10.86,6.71,23.9933,81.75,54.06,42.02,52.3,216.56,51.21,63.38,43.4,8.83,94.65,70.31,71.7045,21.695,,67.89,,11.49,133.72,33.53,25.78,28.52,47.46,316.18,62.39,7.05,28.9556,21.325,24.96,76.38,17.8453,,84.7321,19.98,151.3,16.865,29.44,20.12,69.24,6.22,33.05,100.45,19.92,39.93,83.87,26.3,31.49,9.025,66.75,42.58,17.4325,30.7,,265.3168,13.26,26.75,19.275,78.22,26.54,27.88
