Date,A.csv,AAL.csv,AAP.csv,AAPL.csv,ABBV.csv,ABC.csv,ABMD.csv,ABT.csv,ACN.csv,ADBE.csv,ADI.csv,ADM.csv,ADP.csv,ADS.csv,ADSK.csv,AEE.csv,AEP.csv,AES.csv,AET.csv,AFL.csv,AGN.csv,AIG.csv,AIV.csv,AIZ.csv,AJG.csv,AKAM.csv,ALB.csv,ALGN.csv,ALK.csv,ALL.csv,ALLE.csv,ALXN.csv,AMAT.csv,AMD.csv,AME.csv,AMG.csv,AMGN.csv,AMP.csv,AMT.csv,AMZN.csv,ANSS.csv,ANTM.csv,AON.csv,AOS.csv,APA.csv,APC.csv,APD.csv,APH.csv,APTV.csv,ARE.csv,ARNC.csv,ATVI.csv,AVB.csv,AVGO.csv,AVY.csv,AWK.csv,AXP.csv,AZO.csv,BA.csv,BAC.csv,BAX.csv,BBT.csv,BBY.csv,BDX.csv,BF.B.csv,BHGE.csv,BIIB.csv,BK.csv,BLK.csv,BLL.csv,BMY.csv,BR.csv,BRK.B.csv,BSX.csv,BWA.csv,BXP.csv,CA.csv,CAH.csv,CAT.csv,CBOE.csv,CCL.csv,CDNS.csv,CHRW.csv,COF.csv,COG.csv,CPB.csv,GOOG.csv,GOOGL.csv,HRB.csv,KMX.csv,LNT.csv,MMM.csv,MO.csv,T.csv
2010-01-01,22.2177,20.6961,40.48,30.1046,,26.07,8.73,25.8328,41.5,36.78,31.58,31.31,37.5646,64.59,25.41,27.95,34.79,13.31,31.7,23.125,39.61,25.1146,15.92,29.48,22.51,25.34,36.37,17.82,8.64,30.04,,24.41,13.94,9.68,16.9956,67.35,56.57,38.82,43.21,134.52,43.46,58.29,38.34,7.2317,103.17,62.42,74.9403,23.09,,64.29,,11.11,82.11,18.29,36.49,22.41,40.52,158.07,54.13,15.06,31.8783,25.37,39.46,78.86,14.2853,,49.2789,27.97,232.2,12.925,25.25,22.56,65.72,9.0,16.61,67.07,22.46,32.24,56.99,,31.69,5.99,58.73,38.34,10.8975,33.8,,310.2904,22.62,24.25,15.13,82.67,19.63,28.03
2010-01-04,22.3822,20.6693,40.38,30.5729,,26.63,8.74,26.0577,42.07,37.09,31.67,31.47,37.5734,65.89,25.67,27.76,34.94,13.67,33.0,23.785,40.29,25.0392,15.96,30.16,22.33,25.92,38.09,18.5,8.7175,30.41,,24.125,14.3,9.7,17.1556,68.88,57.7153,39.88,43.46,133.9,44.64,59.75,37.94,7.435,105.87,64.74,76.8818,22.97,,63.55,,11.3,81.2,18.86,36.85,22.65,40.92,158.03,56.18,15.69,31.6665,25.81,40.19,78.6,14.3467,,49.4079,28.29,238.58,13.1225,25.63,22.69,66.22,9.01,16.89,67.1,22.99,32.53,58.55,,32.06,6.12,59.34,39.05,11.5575,33.87,,313.6786,22.66,23.98,15.175,83.02,19.79,28.58
2010-01-05,22.1391,22.3829,40.14,30.6257,,26.44,8.53,25.8471,42.33,37.7,31.62,31.64,37.3716,66.02,25.28,27.65,34.54,13.53,32.53,24.475,39.89,24.57,16.36,31.06,22.21,26.69,38.02,18.01,9.195,30.91,,23.78,14.19,9.71,17.08,69.43,57.22,40.81,44.18,134.69,43.64,60.4,37.7,7.34,107.12,66.56,76.2439,22.49,,62.88,,11.32,80.59,19.0,37.09,22.88,40.83,156.71,58.02,16.2,31.4492,26.18,41.21,77.87,14.1973,,49.1684,28.59,239.61,12.975,25.23,22.6,66.54,9.04,17.695,68.12,22.91,32.24,59.25,,32.37,6.06,58.11,40.59,11.5425,33.93,,312.2973,22.34,24.12,15.53,82.5,19.8,28.44
2010-01-06,22.0604,21.7135,40.49,30.1386,,26.19,8.4,25.9907,42.78,37.62,31.56,31.56,37.2839,66.35,25.34,27.46,34.89,13.39,32.4,24.69,40.02,24.4109,16.65,30.97,22.22,26.47,38.09,17.48,9.1125,30.92,,23.84,14.16,9.57,17.0978,70.79,56.79,41.38,44.41,132.25,43.35,61.38,37.69,7.3433,108.8,67.14,75.6152,22.575,,62.55,,11.26,79.83,19.15,37.01,23.0,41.49,155.24,59.78,16.39,31.5578,26.58,40.89,77.66,14.3947,,49.2144,28.16,234.67,13.0,25.22,22.45,66.2,9.16,18.345,68.44,22.76,31.71,59.43,,31.79,6.13,57.34,40.81,11.4925,33.55,,304.4247,21.81,24.43,15.65,83.67,20.09,27.61
2010-01-07,22.0318,22.0884,40.48,30.0829,,25.77,8.4,26.206,42.74,36.89,31.31,31.23,37.2664,66.96,25.48,27.2,35.19,13.4,33.43,24.955,39.7,23.9418,17.26,31.35,22.08,26.48,37.82,17.43,9.065,31.08,,23.93,14.01,9.47,17.1422,70.47,56.27,41.69,44.29,130.0,43.46,63.66,37.58,7.365,107.15,67.03,75.1807,22.425,,63.13,,10.99,79.99,19.03,37.36,23.05,41.98,157.3,62.2,16.93,32.0685,27.65,41.54,77.64,14.2533,,48.8092,29.35,237.25,12.97,25.24,22.54,66.459,9.09,18.595,68.74,22.87,31.7,59.67,,32.14,6.25,56.79,42.83,11.39,33.04,,297.3378,21.91,24.2,15.735,83.73,20.06,27.3
2010-01-08,22.0247,21.7135,40.64,30.2829,,26.05,8.23,26.34,42.57,36.69,31.49,30.84,37.2137,67.68,26.26,27.01,35.61,13.78,32.7,24.705,39.41,24.5784,16.86,31.37,22.14,26.48,38.39,17.66,8.885,31.21,,23.975,14.552,9.43,17.4756,69.82,56.77,41.84,44.38,133.52,43.76,63.94,37.89,7.4733,106.59,67.06,75.6614,22.59,,62.92,,10.9,79.39,19.17,38.07,23.0,41.95,155.28,61.6,16.78,32.1445,27.34,39.91,77.91,14.2507,,49.8132,29.53,238.92,13.0175,24.82,22.71,66.44,9.0,18.255,67.85,23.11,31.6,60.34,,33.22,6.34,57.55,42.46,11.365,32.83,,301.3017,22.0,24.31,16.04,84.32,20.11,27.1
2010-01-11,22.039,21.5529,40.24,30.0157,,26.34,8.08,26.4739,42.53,36.21,31.31,30.86,37.3804,67.75,26.25,27.23,35.98,13.87,32.74,25.355,39.77,24.8214,16.99,31.59,22.17,26.39,38.22,17.54,8.83,31.21,,23.83,14.87,9.14,17.5778,70.29,57.02,42.38,43.98,130.308,43.93,64.31,38.05,7.4383,106.91,66.31,77.0482,22.645,,63.25,,10.89,80.48,19.29,38.71,23.23,41.47,155.48,60.87,16.93,31.9598,27.34,39.23,78.41,14.304,,49.6474,29.02,242.81,12.95,25.08,22.78,66.4998,9.07,18.225,68.17,23.07,32.02,64.13,,33.42,6.34,57.72,41.7,11.0725,32.93,,300.8462,22.1,23.95,16.005,83.98,20.26,26.97
2010-01-12,21.7744,20.9103,39.54,29.6743,,26.52,7.89,26.3974,42.26,35.66,30.01,30.53,37.1172,66.64,25.89,27.2,35.62,13.71,30.61,25.225,39.72,23.8412,16.55,31.3,22.3,26.16,37.69,17.23,9.0275,31.18,,23.5,14.2,8.65,17.2178,69.77,56.03,41.7,43.44,127.35,42.74,63.46,37.99,7.3867,105.29,64.14,76.0682,22.15,,63.34,,10.77,78.59,19.0,38.31,23.12,42.02,155.14,60.43,16.36,32.4651,27.43,39.26,77.25,14.4053,,49.0486,29.07,238.47,12.93,24.81,22.56,66.002,9.14,17.755,67.49,22.75,31.83,62.24,,32.88,6.2,56.99,41.86,10.785,33.32,,295.5261,21.97,23.37,16.01,84.05,20.15,26.96
2010-01-13,21.945999999999998,21.66,40.09,30.0929,,27.04,7.96,26.4548,42.74,36.28,30.0,30.66,37.3892,66.62,26.25,27.38,36.06,14.08,30.75,25.5,40.89,24.3439,17.01,31.59,22.29,26.04,38.07,17.58,9.335,31.46,,23.57,14.27,9.15,17.2667,70.52,56.53,42.21,44.36,129.11,43.04,64.97,38.06,7.345,106.82,66.47,76.8263,22.5,,63.51,,10.91,80.42,18.42,39.75,23.22,42.15,154.75,61.16,16.62,32.7965,27.9,39.73,77.5,14.704,,49.8132,29.29,239.42,12.9825,24.99,22.78,66.0,9.15,17.88,68.6,23.16,32.01,62.33,,34.05,6.39,57.32,42.12,10.965,33.82,,293.8294,22.27,23.49,16.16,83.78,20.24,26.64
2010-01-14,22.2749,22.1954,39.56,29.9186,,27.21,8.25,26.4835,43.12,35.9,29.97,30.74,37.2839,66.69,26.6,27.48,36.2,14.09,31.41,25.835,41.1,23.9585,16.82,31.26,22.23,26.88,37.92,17.13,9.35,31.64,,23.835,14.35,9.0,17.2711,69.22,56.16,42.02,44.61,127.35,43.49,66.22,37.76,7.38,107.4,66.77,75.874,22.645,,63.49,,10.86,79.94,18.43,39.79,22.98,42.68,154.38,61.56,16.82,33.5244,28.52,39.35,77.04,14.584000000000001,,50.0711,29.25,237.9,12.9225,25.05,22.97,65.96,9.51,18.94,68.31,23.46,32.62,61.98,,35.07,6.32,57.62,41.67,10.9525,33.65,,295.2108,23.07,22.91,16.34,83.5,20.38,26.19
2010-01-15,21.7601,21.66,39.31,29.4186,,26.92,8.05,26.5505,42.81,35.87,28.96,30.54,37.0821,65.64,26.08,27.34,36.01,14.04,31.36,25.555,40.9,23.5062,16.43,30.53,22.0,26.61,37.89,16.93,9.015,30.91,,23.705,13.73,8.84,17.0844,67.76,56.25,41.62,44.0,127.14,43.34,66.65,37.56,7.3233,107.66,65.89,76.5212,21.92,,62.71,,10.89,79.43,18.24,39.48,22.6,42.39,155.08,60.82,16.26,33.4484,27.76,38.93,76.29,14.3573,,49.9053,29.03,238.09,12.8525,25.07,22.4,64.94,9.43,18.675,68.09,23.29,32.34,60.12,,34.23,6.22,57.72,41.13,10.7475,32.99,,290.281,22.72,22.56,16.355,83.37,20.42,25.79
2010-01-18,21.7601,21.66,39.31,29.4186,,26.92,8.05,26.5505,42.81,35.87,28.96,30.54,37.0821,65.64,26.08,27.34,36.01,14.04,31.36,25.555,40.9,23.5062,16.43,30.53,22.0,26.61,37.89,16.93,9.015,30.91,,23.705,13.73,8.84,17.0844,67.76,56.25,41.62,44.0,127.14,43.34,66.65,37.56,7.3233,107.66,65.89,76.5212,21.92,,62.71,,10.89,79.43,18.24,39.48,22.6,42.39,155.08,60.82,16.26,33.4484,27.76,38.93,76.29,14.3573,,49.9053,29.03,238.09,12.8525,25.07,22.4,64.94,9.43,18.675,68.09,23.29,32.34,60.12,,34.23,6.22,57.72,41.13,10.7475,32.99,,290.281,22.72,22.56,16.355,83.37,20.42,25.79
2010-01-19,22.0247,21.6332,39.5,30.72,,27.37,8.35,26.8902,43.75,36.95,29.47,30.54,37.6436,67.25,26.17,27.69,36.44,14.13,32.66,26.05,41.83,23.6653,16.94,30.83,22.25,27.22,38.37,17.34,9.2925,31.39,,23.815,13.97,9.01,17.1911,68.3,57.55,42.06,44.19,127.61,44.09,68.06,37.83,7.4517,108.4,66.92,76.3455,22.04,,63.45,,10.84,80.89,17.81,40.07,22.5,42.96,157.28,60.65,16.32,33.3777,28.17,39.1,77.29,14.3653,,50.8724,29.53,240.01,12.9875,25.65,22.7,66.64,9.62,18.84,69.53,23.75,33.08,60.93,,35.01,6.22,58.13,43.01,10.96,33.05,,294.0947,22.91,22.85,16.58,85.12,20.38,26.2
2010-01-20,21.9031,22.7309,39.16,30.2464,,27.14,8.48,26.9093,43.51,36.49,28.93,30.9,37.1435,67.13,26.12,27.17,36.52,13.71,32.48,25.575,41.54,23.4224,16.65,30.3,22.14,26.95,37.96,17.68,9.25,31.22,,23.465,13.8,8.87,17.0311,67.13,57.2,41.9,44.33,125.78,42.79,67.68,38.09,7.4933,106.46,65.77,75.3286,22.05,,63.99,,10.82,79.08,17.96,39.61,22.45,42.98,156.37,60.2,16.49,33.0301,28.5,38.77,76.79,14.248,,50.4027,30.96,238.26,12.8575,25.46,22.57,69.52,9.48,18.585,69.07,23.53,32.82,59.76,,34.31,6.18,57.78,43.02,10.815,32.87,,290.4862,22.82,22.4,16.47,84.72,20.33,25.83
2010-01-21,21.8244,22.1151,39.23,29.7246,,26.58,8.51,26.584,43.09,35.82,29.06,30.44,36.9769,63.83,25.69,26.52,36.11,13.37,31.88,25.235,40.41,23.0789,15.8,31.3,22.31,26.72,37.12,16.85,9.3075,30.83,,23.415,13.58,8.99,16.9778,65.95,56.63,40.75,43.98,126.62,41.835,65.5,38.2,7.2367,105.06,64.15,73.8309,21.25,,62.3,,10.59,77.3,17.985,38.66,22.11,42.16,157.33,59.2,15.47,32.3781,29.08,38.17,76.15,14.0427,,49.0118,30.67,230.24,12.785,24.95,22.23,72.72,9.2,18.42,65.84,23.37,32.03,56.85,,34.21,6.12,57.63,42.7,10.7475,32.62,,291.7724,22.67,21.65,16.395,82.7,19.89,25.67
2010-01-22,20.8591,21.2851,39.74,28.25,,26.66,8.45,26.0816,42.18,34.38,27.76,30.47,36.1171,61.32,25.1,25.78,35.42,13.02,31.3,24.55,39.51,22.1993,15.33,31.83,22.7,25.82,36.09,16.53,9.0125,29.98,,23.1,12.63,7.88,16.6089,65.85,56.6,39.76,42.18,121.43,40.8,65.1,38.53,7.1567,102.03,63.13,72.176,20.27,,61.88,,10.365,75.44,17.56,38.62,22.06,38.59,155.87,57.77,14.9,31.9109,28.15,37.15,75.08,13.7893,,48.8736,29.27,225.0,12.7125,24.6,22.14,70.1,9.0,18.235,64.28,22.8,31.97,54.25,,33.3,5.97,57.35,37.53,10.4875,32.78,,275.2715,22.22,21.29,15.98,81.48,19.71,25.39
2010-01-25,21.0593,21.0977,40.5,29.0107,,27.11,8.25,26.1725,41.88,34.16,28.01,29.77,36.2049,60.25,24.75,25.91,35.62,13.41,30.97,25.09,39.39,21.8559,15.54,32.12,22.82,25.67,36.5,16.7,9.1275,30.35,,23.095,12.64,8.07,16.5022,66.01,55.71,40.43,43.2,120.31,40.77,65.55,38.93,7.1417,104.0,64.93,74.2007,20.425,,62.05,,10.12,76.58,17.65,38.58,22.15,37.79,156.44,57.78,14.98,32.0305,27.57,37.53,75.78,13.8027,,48.5144,29.76,226.46,12.715,24.33,22.07,68.84,9.01,18.515,65.1,22.56,32.21,55.14,,33.56,5.95,57.46,36.11,10.58,32.77,,270.2616,22.24,21.58,15.91,81.83,19.91,25.58
2010-01-26,20.9449,20.4016,40.55,29.42,,27.44,8.15,26.0672,41.83,33.94,27.6,29.63,36.0206,60.42,24.38,25.98,35.61,13.07,30.5,24.86,39.0,20.4401,15.42,31.49,22.66,25.67,37.37,16.46,8.87,30.28,,22.75,12.65,8.09,16.2933,63.23,56.58,40.1,42.54,119.48,40.56,63.88,39.04,7.065,102.36,63.89,73.572,20.6,,60.86,,10.01,76.93,17.76,38.38,22.02,38.1,158.34,57.71,14.77,32.0848,26.8,37.06,75.57,13.7547,,48.8184,29.27,224.71,12.64,24.3,21.93,68.0,9.03,18.115,64.72,22.67,32.39,55.85,,33.74,5.93,57.1,35.21,10.3275,32.76,,271.4728,21.73,21.41,15.87,81.63,19.96,25.33
2010-01-27,20.8591,20.3481,40.59,29.6977,,27.26,8.27,25.7897,41.93,33.14,27.7,29.75,35.9855,60.56,24.47,25.99,35.53,12.88,30.43,24.905,38.86,20.8674,15.56,31.85,22.48,25.83,36.86,16.69,9.125,30.28,,22.87,13.04,8.19,16.0889,63.9,57.74,40.91,42.66,122.75,42.19,64.62,39.18,7.3017,101.4,64.98,72.9064,20.395,,60.87,,10.36,77.35,17.41,38.44,22.02,38.67,156.38,61.93,15.19,32.0033,28.28,36.92,76.0,13.712,,49.3526,29.76,226.77,12.6125,24.3,22.08,71.36,8.93,17.63,65.07,22.7,31.31,53.44,,33.88,5.99,57.46,36.55,9.9375,33.05,,271.3126,22.02,21.34,15.545,82.3,19.99,25.62
2010-01-28,20.5158,19.4913,39.77,28.47,,27.28,8.18,25.8136,41.29,32.89,27.15,29.95,35.6873,59.95,23.79,25.73,35.06,12.68,30.36,24.595,38.37,20.2391,15.48,31.58,22.6,25.31,36.44,18.03,8.1475,29.95,,22.9,12.61,7.88,16.2044,61.78,58.08,39.97,42.32,126.03,41.97,64.42,39.051,7.1933,101.69,65.38,71.2238,20.01,,60.26,,10.25,76.97,17.72,38.1,21.66,37.43,155.42,62.56,15.37,31.6176,28.32,36.35,76.48,13.6587,,49.0671,29.17,219.64,12.635,24.1,22.0,73.75,8.72,17.2,65.39,22.35,32.91,51.86,,34.41,5.84,56.54,36.74,9.75,33.52,,267.4038,21.78,21.1,15.625,80.75,20.01,25.54
2010-01-29,20.0439,18.5274,39.45,27.4376,,27.26,7.92,25.3304,40.99,32.3,26.96,29.97,35.7838,59.46,23.79,25.55,34.65,12.63,29.97,24.215,38.37,20.2977,15.36,31.43,22.55,24.7,35.72,18.75,7.835,29.93,,23.185,12.18,7.46,16.1956,60.57,58.48,38.24,42.45,125.41,41.86,63.72,38.9,7.0967,98.77,63.78,70.2253,19.92,,59.73,,10.16,76.61,17.38,32.51,21.8,37.66,155.03,60.6,15.18,31.2862,27.87,36.65,75.37,13.6853,,49.5,29.09,213.82,12.6975,24.36,21.72,76.43,8.63,17.545,64.87,22.04,33.07,52.24,,33.33,5.81,56.63,36.86,9.5675,33.11,,265.2287,21.52,20.63,15.6,80.49,19.86,25.36
2010-02-01,20.8305,19.8661,40.49,27.8186,,27.75,7.93,25.5218,41.19,32.48,27.52,30.16,36.0294,61.02,23.81,25.49,34.6,12.89,29.77,24.59,38.4,20.0715,15.74,31.67,22.78,26.18,36.25,18.58,7.9925,29.95,,23.675,12.52,7.98,16.3378,64.12,58.72,39.76,43.08,118.87,42.19,64.2,38.79,7.0833,102.4,65.1,71.0112,20.285,,60.72,,10.08,78.05,17.5,33.34,22.14,38.21,156.5,61.7,15.42,31.4329,28.22,36.76,75.71,13.784,,49.6566,29.58,216.57,12.7275,24.38,21.86,75.41,8.42,17.95,66.87,22.02,33.66,52.94,,34.14,5.91,57.4,36.78,9.985,33.35,,266.7682,21.58,21.1,15.655,80.44,19.88,25.38
2010-02-02,21.0951,20.6961,41.19,27.98,,28.55,8.03,26.0481,41.62,32.98,27.78,31.63,36.1259,61.46,23.95,25.77,35.06,13.12,30.28,24.85,39.51,20.0799,16.26,32.11,22.7,26.37,36.9,18.12,8.3125,30.52,,24.325,12.51,7.91,16.5733,65.47,59.23,39.98,43.03,118.12,42.35,65.05,39.46,7.0933,104.63,66.34,70.8355,20.285,,61.5,,10.25,79.58,17.7,33.54,22.1,39.02,157.58,61.94,15.6,31.7643,28.42,37.28,77.02,13.8747,,50.6053,29.26,216.0,13.0525,24.78,21.99,75.51,8.4,18.11,67.8,22.14,34.25,53.55,,34.59,6.09,57.42,37.43,10.245,33.66,,265.8173,21.69,21.64,15.8,80.43,19.93,25.69
2010-02-03,21.1237,20.0,41.19,28.4614,,28.32,8.01,26.1486,41.6,32.98,27.65,31.18,35.7926,54.7,24.02,25.61,34.7,12.9,30.33,25.47,39.36,19.9291,15.93,31.66,23.74,26.5,36.63,18.11,8.315,29.83,,24.56,12.28,7.81,16.5333,65.85,59.07,39.19,42.79,119.1,42.57,64.07,39.31,7.1083,103.32,66.41,70.438,20.215,,61.36,,10.46,77.83,17.62,33.14,22.36,38.33,157.09,61.46,15.53,31.2319,27.8,37.03,76.64,13.7013,,50.2921,28.57,220.64,12.885,24.5,21.97,74.36,8.36,18.525,66.5,22.03,33.71,53.39,,34.59,6.08,53.54,36.55,10.1125,33.32,,270.672,21.67,21.49,15.72,81.5,19.78,25.58
2010-02-04,20.7876,18.5274,40.93,27.4357,,27.42,8.27,25.7514,40.61,32.24,26.5,30.06,35.4241,53.05,22.95,24.98,33.75,11.84,29.23,24.15,38.19,18.9239,15.26,31.73,23.56,25.51,35.39,17.49,8.0,28.69,,24.01,11.8,7.19,16.0711,63.34,57.53,37.62,41.02,115.94,40.97,62.83,38.81,6.91,98.88,62.79,68.1267,19.26,,58.67,,10.16,74.13,17.22,32.71,21.75,37.53,154.4,59.32,14.75,30.6071,26.93,35.59,74.71,13.1973,,48.9105,27.29,211.25,12.4975,23.99,22.04,72.61,8.18,17.66,63.44,21.58,32.6,51.4,,32.9,5.77,53.25,34.95,9.6075,32.44,,263.6442,21.1,20.73,15.3,79.21,19.42,25.03
2010-02-05,20.8591,19.5448,40.72,27.9229,,27.01,8.43,25.8232,40.54,32.77,26.9,30.61,35.3364,55.3,23.07,24.86,33.64,11.73,29.61,23.825,38.19,18.7731,15.69,30.92,23.1,25.32,35.16,17.68,8.04,28.91,,23.39,12.23,7.35,16.1289,63.71,57.68,37.93,40.1,117.39,41.19,61.69,39.71,6.9483,98.4,62.95,63.458,19.43,,59.28,,10.21,75.59,17.2,32.77,21.68,37.85,155.38,58.4,15.0,30.7429,27.51,35.82,74.89,13.2,,49.3065,27.14,208.79,12.6375,23.97,21.5,73.57,8.21,17.355,64.53,21.71,32.47,51.75,,32.53,5.73,52.44,35.36,9.6125,32.47,,265.9024,20.88,20.24,15.35,78.54,19.38,25.24
2010-02-08,20.8805,19.5984,40.81,27.7314,,26.95,8.86,25.5266,40.17,32.05,26.8,29.89,35.4416,55.83,23.1,24.42,32.82,11.75,29.2,22.975,37.69,18.5637,15.21,30.16,22.77,25.04,34.86,17.28,8.0975,28.36,,22.985,12.07,7.42,16.1244,62.5,57.46,37.23,40.67,116.83,40.68,61.65,39.65,6.99,97.19,62.33,63.1899,19.48,,57.37,,10.16,73.77,17.01,32.51,21.61,36.79,156.94,57.89,14.48,30.618000000000002,27.13,35.47,74.68,13.216,,48.67100000000001,26.86,204.66,12.5625,23.96,21.39,74.23,8.15,17.68,62.9,21.52,32.26,50.78,,33.16,5.6,52.08,34.63,9.415,32.69,,266.9934,20.96,20.33,15.31,77.53,19.37,24.98
2010-02-09,21.0307,22.3025,41.57,28.0271,,27.16,9.34,25.5266,40.24,32.31,27.12,29.91,35.7048,54.99,23.55,24.63,33.2,12.13,28.97,23.53,38.1,19.3846,15.48,30.37,22.86,25.27,35.32,17.2,8.3425,28.73,,23.455,12.15,7.54,16.3422,62.45,57.21,37.93,41.45,118.03,41.05,61.45,39.83,7.165,98.51,63.54,62.8201,19.81,,57.25,,10.05,73.52,16.99,32.54,21.4,37.54,159.05,59.74,14.47,30.6289,27.2,35.98,75.26,13.5467,,49.8224,27.06,208.88,12.6425,24.25,21.05,74.53,8.23,17.985,62.81,21.76,32.64,53.53,,32.8,5.45,52.67,35.33,9.595,33.32,,268.4799,21.12,20.75,15.395,78.72,19.46,25.26
2010-02-10,20.9163,22.249000000000002,42.33,27.8737,,27.19,9.52,25.4835,40.02,32.76,27.05,29.99,35.6873,54.18,23.59,24.41,33.02,11.94,28.65,23.555,37.74,22.5512,15.44,30.13,22.88,24.96,35.38,17.26,7.94,28.6,,23.74,12.23,7.64,16.3111,67.52,56.84,38.54,41.59,117.36,41.27,60.01,39.64,7.1417,98.55,64.04,63.0697,19.775,,57.34,,10.099,73.21,16.8,32.17,21.57,37.75,158.5,59.54,14.67,30.493000000000002,27.37,35.4,74.64,13.5333,,50.0987,27.39,211.13,12.5225,23.92,21.04,74.42,8.29,18.115,62.49,21.62,32.16,53.15,,32.61,5.54,51.84,35.56,9.58,33.32,,267.4814,20.8,20.8,15.315,78.62,19.38,25.12
2010-02-11,20.9949,22.7309,42.55,28.3814,,27.52,9.59,25.6175,40.27,32.64,27.67,30.03,35.8803,54.61,24.18,24.63,33.08,11.95,28.85,23.68,38.0,22.0318,15.53,29.76,22.94,25.37,35.87,17.45,8.0825,29.41,,23.185,12.47,7.84,16.5556,67.86,56.501000000000005,38.06,42.52,120.09,41.35,60.52,39.41,7.2667,99.82,65.53,63.2361,20.03,,56.89,,11.07,74.2,17.13,32.34,21.82,38.29,158.65,60.59,14.63,30.4278,27.19,35.65,75.22,13.5333,,51.2961,27.46,207.3,12.7625,23.89,20.93,76.69,7.47,17.83,62.72,21.73,33.25,56.15,,33.18,5.64,53.1,35.64,9.76,33.56,,268.4599,20.78,21.21,15.455,80.27,19.61,25.19
2010-02-12,21.4383,23.3199,42.81,28.6257,,27.35,9.66,25.8041,40.49,31.45,27.99,29.77,35.6083,53.86,24.22,24.56,32.95,11.77,28.63,23.57,38.08,22.4674,15.87,29.86,22.98,25.33,36.6,17.53,8.1875,29.53,,23.335,12.47,7.87,16.7333,68.71,56.48,38.26,42.62,119.66,41.59,59.33,39.81,7.3167,99.58,65.32,63.3563,19.94,,58.38,,11.11,75.49,17.36,32.09,22.16,38.42,160.85,59.65,14.45,30.379,26.92,35.76,75.84,13.5067,,50.854,27.05,207.16,12.8475,23.91,21.42,76.9,7.39,18.32,63.4,21.59,33.38,56.2,,32.82,5.66,52.12,35.14,9.875,33.04,,266.8183,20.85,21.0,15.485,79.18,19.63,25.07
2010-02-15,21.4383,23.3199,42.81,28.6257,,27.35,9.66,25.8041,40.49,31.45,27.99,29.77,35.6083,53.86,24.22,24.56,32.95,11.77,28.63,23.57,38.08,22.4674,15.87,29.86,22.98,25.33,36.6,17.53,8.1875,29.53,,23.335,12.47,7.87,16.7333,68.71,56.48,38.26,42.62,119.66,41.59,59.33,39.81,7.3167,99.58,65.32,63.3563,19.94,,58.38,,11.11,75.49,17.36,32.09,22.16,38.42,160.85,59.65,14.45,30.379,26.92,35.76,75.84,13.5067,,50.854,27.05,207.16,12.8475,23.91,21.42,76.9,7.39,18.32,63.4,21.59,33.38,56.2,,32.82,5.66,52.12,35.14,9.875,33.04,,266.8183,20.85,21.0,15.485,79.18,19.63,25.07
2010-02-16,21.6314,24.2303,42.63,29.0571,,27.57,9.81,26.1199,40.84,31.81,28.6,29.48,36.2312,54.18,25.24,25.09,33.7,11.85,28.75,24.125,38.6,22.9784,16.64,30.81,23.04,25.65,37.71,17.95,8.5025,30.52,,23.96,12.95,8.06,16.9022,69.4,56.99,39.26,43.36,117.53,42.03,58.46,39.9,7.3283,103.68,67.92,65.0943,20.65,,61.2,,11.01,77.69,17.48,32.6,22.12,39.62,164.87,61.26,15.16,30.9331,27.41,36.43,76.91,13.64,,50.7711,27.73,210.41,13.01,24.21,21.64,76.05,7.41,18.51,65.03,22.0,33.54,57.12,,33.48,5.65,52.75,36.74,10.2075,33.59,,270.9122,20.88,21.18,15.83,80.47,19.73,25.32
2010-02-17,21.9031,23.9625,42.88,28.9357,,27.59,9.86,26.1964,40.79,32.33,28.38,29.88,36.3715,53.99,25.88,25.4,33.55,12.03,29.61,24.37,38.59,22.5344,16.71,30.71,23.27,25.69,37.77,17.92,8.5625,30.69,,24.36,12.99,8.03,16.8711,69.77,57.2,39.82,43.71,116.31,42.83,59.7,40.28,7.28,103.57,68.81,64.8817,20.845,,61.07,,11.15,78.04,17.41,32.1,22.21,39.05,165.62,61.82,15.66,31.3188,27.22,36.28,77.36,13.8667,,51.7935,27.71,213.09,13.0375,24.51,21.83,76.25,7.75,18.595,65.39,22.11,33.75,57.5,,34.01,5.77,53.0,36.85,10.0975,33.62,,269.3642,21.04,21.19,15.8,80.14,19.78,25.4
2010-02-18,22.1534,23.4003,40.15,28.9897,,27.86,9.99,26.3017,41.31,33.24,29.57,29.97,36.1347,55.33,25.92,25.64,33.52,12.03,29.74,24.425,38.9,22.3752,16.89,30.65,23.34,25.73,37.87,17.99,8.89,31.25,,24.755,12.68,7.95,17.0533,68.42,57.27,39.78,43.39,118.08,43.36,59.11,40.27,7.415,103.59,70.39,64.6691,20.98,,61.69,,10.85,79.4,17.45,32.05,22.51,39.15,163.19,62.89,15.88,31.1721,27.25,36.15,77.96,14.072000000000001,,51.5632,27.69,213.73,13.2225,24.84,21.78,76.64,7.79,18.54,66.35,22.47,33.77,57.81,,33.78,5.82,52.9,37.33,10.235,33.85,,271.8732,21.3,21.1,15.955,81.11,20.0,25.24
